"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
20,"冯小刚看来是导春晚被洗脑了，整个一个春晚小品大杂烩！俺们是来看贺岁片图乐子的，至于这么刻意安排笑点和说教的话吗？？？","Feng Xiaogang seems to be to guide the show to be brainwashed, the whole is a spring festival Comedy Smorgasbord that! I have come to see the surreal figure of fun, as for so deliberately arranged humor and preaching the words???",0.206761
20,"冯小刚竟然可以把电影拍这么难看？！！电影竟然可以既无槽点又无笑点？！！竟然有人打了三星以上？！！","Feng Xiaogang turned out to be the movie so ugly? it!!!! The movie turned out to be neither groove point and no punchline is? it!!!! Someone hit the Samsung above? it!!!!",0.143702
20,"冯小刚通过一部片子毁了我心中的一个标志，我想我可以放下对冯导的执着了……","Feng Xiaogang through a movie ruined my mind a sign, I think I can put down to von guide of dedication.......",0.293867
20,"冯氏喜剧，回不去了么。。。。看的时候不爽，没有回味。。。。。。","Feng's Comedy, back to not go?。。。。 See when unhappy, no aftertaste。。。。。。",0.280309
20,"几个小品加一段公益广告，笑点也不多，比着甲方乙方差远了","A few sketches plus a period of public service ads, the humor is also not more than a party a party B far worse",0.282522
20,"几个毫不相干的片段生硬拼起来，咯吱你强颜欢笑。没有主题没有故事情节。","A few irrelevant fragments blunt pieces, the creak of your forced smile. No Theme no story plot.",0.269342
20,"几个片段完全不能串联起来，也不知道想要表达个什么意思。","A few fragments of completely not together, also do not know want to Express what mean.",0.267391
20,"几个笑点拼凑成一部喜剧，最后一段是什么牛头不对马嘴的道歉","A few humor together into a Comedy, the last paragraph is what cross-purposes the apology.",0.290143
20,"几度想关了…………冯小刚越来越不会吐槽了！最后的道歉赚点眼泪！这不像一部电影呵呵呵","A few degrees want to OFF............. Feng Xiaogang increasingly not tucao! Finally, apologies for earn point of tears! It's not like a movie hehehe",0.201051
20,"几度看不下去，完全笑不出来，反倒在丹姐那儿流眼泪了。","A few degrees to see not go down, completely laugh does not come out, but in the Dan sister there, tears flow.",0.281197
20,"几段故事，都无共鸣，为搞笑而搞笑，是无法进入人心的。","A few paragraphs of story, no vibes, funny and funny, is unable to enter the hearts of the people.",0.29784
20,"刚叔花了这么长时间推出了 私人定制 这部贺岁 前期的宣传选下了不少功夫钱也花了不少 结果却跟袁世凯复辟一样历史倒流了 出现了 甲方乙方2 先不说这部电影意义多大 就说创新意识 作为中国有头有脸的导演搞个自己N年前的作品翻新确实浪费时间浪费资源 再说内容 不是耍贫嘴就能见真章的 加油吧冯导还得学","Just T-took so long to launch a private customized this portion of the new year the pre-publicity is selected under a lot of Kung Fu money also spent a lot of results but with Yuan Shi-Kai restoration as history back to the emergence of the Party a party B 2 I will not speak of this movie meaning how much is that sense of innovation as China has a head with a face Director make a own N years ago the works of renovation is indeed a waste of time a waste of resources to say the content is not 耍贫嘴 will be able to see the real Chapter come on von the guide also need to learn",0.281854
20,"刚好前几天看了遍甲方乙方，这不就是翻拍自己以前的作品么，真是差远了。","Just a few days ago looked all over party A and party B, is not that a remake of their previous work? that's far worse.",0.241478
20,"前几天在网上下了个私人订做，看了之后才发现看错了，是山寨篇。今天自掏腰包买了5张电影票一伙人去看真的私人订制。。看完发现好像两部都彼此彼此了。。。","A few days ago in the online under a private build, and looked after only to find wrong, is the cottage. Today out-of-pocket bought 5 movie tickets for a group of people to see a really private customized it.. After watching the discovery as if the two are so are you....",0.165415
20,"前半段还好，贺岁片嘛，就图个傻乐。虽然我心里对于这么忽悠人做梦，做梦后还得回归现实这件事觉得挺残酷的。但后面硬生生一个教育性的大转折，差点折了我大脑的腰。莫名其妙，没有笑点。纯是为了拔高电影内涵的感觉。很不舒服。","The first half of okay, surreal thing, just a silly music. Although my heart for so scammed people to dream, to dream is also to get back to reality this thing feel pretty brutal. But later abruptly an educative great twist, almost off my brain to the waist. Somehow, there is no punchline to. Pure is in order to overstating the movie connotation feeling. Very uncomfortable.",0.233219
20,"前面三个段子还行吧，咱就全当看相声图一乐了，后面那段朗诵什么意思？你TMD这是在逗我？","The front three piece is also okay, we all when looking at the sound graph to a Le, and later in that paragraph reciting what do you mean? You TMD this is in tease me?",0.271728
20,"剧情散而假 李小璐的演技越来越差了 能再做作点吗？？","The plot is scattered and false Li Xiaolu's acting getting worse again contrived to the point???",0.260881
20,"十几年前甲方乙方的老梗还拍成这副德行 说教太严重 最后的环保教育差点睡着 白百合念台词跟说相声似的 就你会京片儿啊 太失败了 两星不能再多","A dozen years ago party A to party b of the old stems also shoot into this pair of virtue a sermon too serious the last environmental education almost asleep white Lily read the lines with that comic like it you Virgin piece Ah too failed two stars not more",0.275138
20,"十几年前的故事被扒出来重新讲。。。。","A dozen years ago the story was ripped out to re-tell。。。。",0.211307
20,"单独拎出来没那么挫，拿甲方乙方一比简直是稀烂","Individual carry out not so frustrated, take party A to party b a ratio is simply pulpy",0.284282
20,"原来预告片就是这部电影最好笑的部分了, 咋越来越弱了呢? 还是我的品位越来越脱俗了??","The original trailer is this movie is the funniest part, why more and more weak? Or is my taste more refined??",0.289675
20,"只想笑笑，扯那么多干嘛?","Just want to laugh to laugh, tear so much?",0.2746
20,"只有范伟的小品让人能看下去，只有海南的风景还能挽回点面子，但是这些都跟你冯导没有关系。你最后一段道歉，是向全国人民说了声道歉吗？拍了部这么烂的片，来赚你们的钱，你真的很抱歉吧！","Only fan Wei skit so people can see down, only Hainan scenery also can restore point face, but these are with you von the guide does not matter. Your last paragraph of the apology is to the people of the country to say sorry? Took a part so rotten sheet, to earn your money, you're really sorry!",0.24442
20,"只能说是just so so，冯导始终无法接受这个现实，他这几年的电影真不大行","Can only say is just so so, von guide always can not accept this reality, he is this years movie is really not more than line",0.24401
20,"名曰：好梦一日游？？？？？","Famous saying: a good dream for a day tour？？？？？",0.215353
20,"后悔了 应该等过阵子从网上下载下来看的 后悔进电影院了 ......","Regret it should be so over a while back from online download down look of regret into the cinema.......",0.205837
20,"呵呵。冯导敢跟影评人叫板说这不是烂片？？？？？？？？？？","Huh. Von guide dare critics to destabilize said This is not a bad film？？？？？？？？？？",0.0837192
20,"咋前面跟最后那节差那么多~？","How did the front with that last section so much worse to you?",0.291549
20,"哎  你俗就俗到底么  没人嫌你啥  但你最后弄那么高大上一个结局就不好了么","Hey, you vulgar is vulgar in the end? didn't anyone smack you? but you finally get so tall an ending bad?",0.28576
20,"哎，想当初为什么要去影院看，为什么？？","Hey, like the original why go to the cinema to see, why???",0.26072
20,"哎......这tm也是喜剧？","Hey...... This tm is also a Comedy?",0.287062
20,"唉……拍了个啥?","Alas...... Took a what?",0.268157
20,"商业电影也得有点诚意啊，这部电影根本毫无诚意。本片三主创，那三个50后老家伙，应该都不差钱了吧，为什么还要搞这种骗钱玩意儿呢？","Commercial films also have a little sincerity Ah, this movie had no sincerity. The three main to create that three 50 after the old man, should not bad money? why to engage in this money thing?",0.292138
20,"四个字：差强人意。完全是甲方乙方的翻版，说搞笑不那么搞笑，说深刻也不那么深刻。唯一值得自豪的，应该就是票房了吧。","Four in one word: passable. Is completely Party a party b a replica of, say funny is not so funny, say you also not so impressive. The only worthy of proud of, is the box office.",0.271068
20,"因为是想着甲方乙方去看的，所以只能给2分。","Because it is a thinking Party a party B to see, so can only give 2 points.",0.293681
20,"图个乐儿都没乐～","A fun no music to",0.299309
20,"圈钱的玩意儿，你不能说你做的饭大家不欢迎你就拉一坨新鲜热辣的屎上桌吧？","Ring money of the thing, you can't say you've done a meal that everyone does not welcome you just pull a piece of fresh hot shit on the table?",0.29683
20,"大杂烩………………","Hodgepodge..................",0.252624
20,"大雅还是大俗冯导你自己左右互博分出胜负了再拉观众下水成么，弄这么一不伦不类观众很无辜啊。写本子的真的是王朔吧？真的是吧？本子水成这样，画面都让人看着不舒坦又是怎么个情况啊......只好一颗星给葛大爷丹姐，一颗星给我好歹还哈哈哈了那么一两次......我说不要花钱去电影院，有多少人听劝？","Taiga or great customs von guide your own right and left mutually Bo a winner again pull the audience to the water into what, to get such a nondescript audience very innocent Ah. Write a book, really is Wang Shuo? Really? Book water into this picture let a person look not comfortable and is how a situation?...... Had to a star to GE uncle Dan sister, a star to me anyhow also ha ha ha. then a couple of times...... I say Do not spend money to go to the cinema, how many people listen to advise it?",0.238531
20,"太一般了...... 太一般了...................呃.........","Too General....... Too General.................... Uh.........",0.182699
20,"太随便了，这样也捞钱。。哎。。。睡着了都。","Too casual, so also make money on.. Hey.... and Asleep.",0.283371
20,"头回看枪版，给了私人定制。ps：冯导真跟冯裤子似的没节操吗？","Head back to looking away, to a private customization. ps: von guide real with Feng pants like no dick?",0.278391
20,"如果想拍成喜剧的话，一个范伟还不够。如果只想讽刺的话，拜托不要那么直白不内涵。如果是想接地气的话，拜托在情节上能再丰富一点。如果是想宣传公益说教的话，拜托广告不要植入的那么明显。当婊子还想立牌坊，骂别人还想自己置身于外，冯导你的导演水平还真要向外国一些小众导演看齐","If you want to make into a Comedy, a fan Wei also not enough. If you only want to ironic, then, please, don't be so blunt without meaning. If you want to ground gas words, please in the plot can then enrich a little. If want to promote public preaching of the words, please advertising do not implanted so obvious. When the bitch wanted to stand arch, scold others also want to yourself in addition, von guide you Director level is also true to foreign countries niche Director par",0.202521
20,"如果没有甲方乙方，没有对冯小刚王朔葛优那么多的期待，没有对冯氏贺岁片的如此高要求，想必观众对私人订制也不会如此失望了。事实上我觉得还不错啊贺岁档嘛乐一乐就好了，大概是笑点比较低的原因。还有我必须夸赞这绝壁是一部优秀的旅游宣传片。","If there is no party A and party b, No Feng Xiaogang Wang Shuo GE is so much to look forward to, not to von's surreal so high demand, and presumably the audience for a private order would not be so disappointed. In fact, I think is also good. New Year gear. have fun it well, is probably the punchline is relatively low the reason. Also I must praise this precipice is an excellent tourism promo.",0.297804
20,"完全是受不了了，这是冯导的另一个分身拍的吗？？","Totally can't take it anymore, this is von guide another Ghost shot???",0.268664
20,"完全跟甲方乙方没法比，失败之作啊，搬石头砸自己的脚。江郎才尽，吃自己的剩饭，才吃的那么不地道","Complete with party A The Party immeasurably, the failure Ah, 搬石头砸自己的脚 it. Run out of ideas, eat their own leftovers, only to eat so not authentic",0.092663
20,"实在一般，因为不太像一部电影很确切说像是三部微电影拼凑而成得，而且分明还是甲方乙方得套路却没有那么经典！比较失望！","Really in General, because not too much like a movie is rather like a three-unit micro-film patchwork, and distinct or party A and party B have routines, but not so classic! Comparison disappointed!",0.284263
20,"实在是……比甲方乙方差多了……广告多……剧情弱……笑点少……懒得吐槽了","It is...... Than Party a party B much worse...... Advertising more...... The plot is weak...... Punchline less...... Too lazy to tucao.",0.21609
20,"实在难以给到三颗星，一看电影开场我就不想继续看了，还以为是甲方乙方续集呢到最后还给买三送一来了段公益广告。。。","It is difficult to give to three stars, a look at the opening movie, I just don't want to continue to see, thought it was a party a party b a sequel? to the last back to buy three to send a result of a period of public advertising.... and",0.2345
20,"室友看的时候睡着了。一段一段的形式用在电影里真心吃不消，后面那段不沾边儿的环保诵是几个意思啊…还好我笑点低！！！！否则怎么看啊！！！！","Roommate and see when asleep. A section of the form with in the movie really much, behind that section is not detached children's environmental recite are a few mean Ah...okay I 笑点低！！！！ How else to look.！！！！",0.0867371
20,"小品？？","The sketch is??",0.298753
20,"就是被邻座笑点低到冰点的傻逼夫妻二人组给玩儿坏了。.笑笑笑笑你妹啊。。葛大爷脱鞋你笑就算了。范伟游泳你也笑，李成儒啐杯子你也笑，郑恺磕头你还笑，你是脑子有病嘛？","Is the neighbour 笑点低 to the freezing point of the stupid husband and wife two people set to 玩儿坏. Laugh laugh laugh laugh at your sister. GE uncle shoes you laugh even. Fan Wei swimming you also laugh, Li RU spit Cup you also laugh, Zheng Kai bowed you also laugh, you are sick mind?",0.271841
20,"就范伟那段有亮点，那段相亲找珍爱网我差点喷了、、、","Submission-Wei that has highlights, that blind date looking for cherished network I almost sprayed A, A, A, A",0.181149
20,"幸亏看的是枪版。。。。感觉真是值了！！！！！","I'm glad to see that Board。。。。 Feels really value.！！！！！",0.278466
20,"弱化版甲方乙方，哥还不如去看个小品，干！","A weakened version Party a party B, he might as well go watch a skit, dry!",0.251993
20,"强烈的甲方乙方的既视感，几个搞笑段子的最后硬是加了个疑似提高影片内涵的环境宣传段子，不伦不类。总之，一笑而之吧。插入式广告也挺多的。","A strong Party a party b of DEJAVU, a few funny scripts last literally a suspected improve video content of the environmental propaganda piece, neither fish nor fowl. In short, the laugh of it. Insert ads are also quite a lot.",0.283367
20,"影片第一分钟我就剧透了，这么甲方乙方么。白百合真是搓到家了。","The movie first-I spoilers, so party A and party B? White Lily's rubbing home.",0.263167
20,"很久很久以前看的了，就记得很搞笑。","A long time ago to see, just remember that very funny.",0.273826
20,"很久没有给过这么低了，看得我想睡觉的电影。整场完全没有高潮，平平淡淡，不知所云","Long time no to the ever so low, look I want to go to sleep the movie. The entire field is completely no climax, flat faint, unintelligible",0.291051
20,"很多电影是用来讽刺的，而这片子真是个讽刺。","A lot of the movie is to satire, and this film is really a satire.",0.298145
20,"很恶搞的一部电影。很有姜文风格。跟QZ一起看的。","A spoof of a movie. It has Jiang Wen style. With QZ watch together.",0.288442
20,"很无聊可疑  王朔真得不适合做编剧啊 根本不会讲故事好么？编一个毁一个  像个矫情的圣母学究型怨妇 老百姓不用了解艺术史好么？","Very boring suspect Wang Shuo really not fit to be a screenwriter. won't tell the story well? A ruined one like a hypocritical lady pedant-jour people do not understand the history of art?",0.234865
20,"想表达的好像很多，所以不知道到底主题是什么，可能是大俗即大雅，所以我理解不了吧。。","Want to Express like a lot, so don't know exactly what is the topic, may be large vulgar that Daya, so I can't understand it..",0.277502
20,"想说的太多，所以没有了主次，没有了逻辑。有时候，重要的是你表达的内容，而关键的则是你表达的方式。","Want to say too much, so no primary and secondary, there is no logic. Sometimes, it is important that you Express the content, and the key is your Express way.",0.296175
20,"感觉像小品。。。怎么哪哪儿都有白百合呐？？？","Feel like the sketch is... How which where there are white lilies? the??",0.27047
20,"感觉就是东拼西凑的小品而已，为什么就不能认真讲一个故事呢？第二三个故事我都要睡着了，不合逻辑，骂人你也直接点好吗？冯导说他是在突破，我看突破的只有下限。","The feeling is a patchwork of pieces only, why not just seriously tell a story? The second of three stories I want to fall asleep, illogical, name-calling you directly? Von guide said he was on break, I look at the break only a lower limit.",0.285245
20,"成全自己..恶心别人..时不时来两句指桑骂槐的小情绪..给谁听呢..片子里那个大导不就是冯导自己么..俗了这么多年想玩雅的过敏了..完了之后还想着互相逗一乐..闹呢啊...","To fulfill their..disgusting others..every now and then to something 指桑骂槐 little emotional..who to listen to?..the film in that big guide is von guide yourself?..the secular for so many years want to play for ya allergies..finished also want to with each other to amuse a music..it?...",0.201067
20,"我居然花钱看了一个连故事都没讲好各种莫名其妙煽情(?)莫名其妙讲环保的电影(?)这尼玛还不让人骂???","I actually pay to see a connected story didn't speak a good variety of inexplicable sensational(?) Somehow speaking environmental of the movie(?) This NIMA is also not let people scold???",0.278775
20,"我提前下班两个小时赶到电影院你就让我看个这？？？？？？？？？？？","I left work early two hours arrived at the cinema you'll let me see it？？？？？？？？？？？",0.120902
20,"我每天睡觉前用ipad看一会儿，困了就睡，就这么着我看了整整一周才看完，它的催眠作用是有多强！！。。。。PS.这电影到底讲的是个嘛？！！！！","I every day before going to bed with the ipad watching while sleepy sleep, so I watched all week to see finished, its hypnotic effect is how strong it!!!!。。。。 PS. This movie really speaks of is one?！！！！",0.26572
20,"我真的是自己花钱买票看的啊！进场后大概15分钟就安稳地睡了半集。醒来刷了几遍微博，看了一张帖子，还回了几条短信，答复了几个问题。然后就结束了！","I really is their own money to buy a ticket to see! Entry after about 15 minutes of restful sleep a half set. Wake up to brush a few times on Twitter, see a post, but also back a few messages, responded to a few questions. And then it is over!",0.25301
20,"我知道会难看，可我没想到会这么难看………","I know that will be hard to see, but I did not expect to be so ugly.........",0.247888
20,"我还是重看一遍甲方乙方吧……","I still re-read it again party A and party B?......",0.28935
20,"我预见了开头，没预见到这个结局.........这结局是个咩啊！！！！！","I foresee the beginning, did not foresee this ending......... The ending was a meh.！！！！！",0.211355
20,"抄自己的冷饭也就罢了，还炒的这么无趣，这么没有创意，冯导你怎么了？","Reading their own cold rice, also on bale, also fried so boring, so not creative, von guide what happened to you?",0.220811
20,"拿甲方乙方对比对比就知道有多次了。以前的演员都是演员，都会表演，现在的演员只做明星。","Get party A and party B A Comparative comparative knew there many times. The previous actors were actors, will show, now the actors only do a star.",0.224935
20,"整个色调就看不顺眼剧情也没有不知道是个毛线还有你真的是喜剧嘛有可笑的地方吗","The entire tone just dislike the plot also did not know is a wool and you really are Comedy! a funny place?",0.286104
20,"既然冯导可以那么好意思，于是我给这个分也没什么不好意思了","Since von guide can be so embarrassed, so I give this score there's nothing I'm sorry.",0.288759
20,"明显带着说教的成分。十几年前甲方乙方的表达方式放到今天已经吃不开了。况且甲方乙方无论从故事情节到演员表现都甩了私人定制两条街。","Obviously with a didactic component. A dozen years ago party A to party b of the expression today has been 吃不开. Moreover, party A and party B both from the storyline to the actors performance are dumped private custom two street.",0.185336
20,"明知是烂片还非得去瞅瞅，我这真是作啊……","Knowing that is a rotten piece also have to go take a look at take a look at, I It's made.......",0.275485
20,"春天的时候碰到李小璐原来是在苏州拍这部片-_-. 白百合的胸有这么大！？","Spring time met Li Xiaolu turned out to be in Suzhou to shoot this film-_-. White Lily of the chest are so big in!?",0.299428
20,"昨晚花了毛爷爷，带上女朋友一起看了这么冯小刚的作品。只感觉一般，没有图突破。个人觉得就这水平也就是个电视剧的水平，失望。。。","Last night spent a gross grandpa, bring a girlfriend together with looked at so Feng Xiaogang works. Only the General feeling, did not figure break. Personal feel on this level is a series of levels, down to...",0.250677
20,"是为了同名综艺节目做前导广告宣传是么... 中心 内容 太甲方乙方了吧","In order to eponymous variety show to do a leading advertising campaign is... the Central content too party A to party B?",0.24874
20,"更高的分数做不到了。说教痕迹太重.....","A higher score can't. Sermons traces too heavy.....",0.21445
20,"最后二十分钟，是脑子有泡吗？……","The last twenty minutes, is 脑子有泡?......",0.279052
20,"最后向地球道歉就能升华主题吗？？？。。。。。。","Finally to earth apology will be able to sublimation theme???。。。。。。",0.15983
20,"最后那段应该加上冯小刚道歉让葛优演了那么烂的片儿。整一不明所以的片子，就范伟的第一段还强点，二三基本没什么意思。最后的道歉就像在沙地上盖高楼，想靠这个拔高一下格调么","That last paragraph should be combined with Feng Xiaogang apology and let GE you acted so rotten piece of. A unknown so the film, to give Wei, the first paragraph is also a strong point, two of the three basic mean nothing. The last apology was like in the sand on the cover of the tall building, want to rely on this overstating what style?",0.264129
20,"最后那段没看懂啊。。为什么搞个公益宣传？？","That last paragraph did not understand. Why engage in a public service announcement that??",0.266263
20,"有点失望，三个小品加一个公益广告，没有期待的笑点。","A little disappointed that the three pieces plus a public service announcement, did not expect the punchline to.",0.271849
20,"有点失望了。。。一般","A bit of a disappointment. General",0.285761
20,"有点意思，但确定不是来瞎闹的？","A little mean, but determined not to goof around?",0.211755
20,"有点散，有点乱，有点假","A little scattered, a little messy, a little false",0.276081
20,"有点无聊，就像三个小品加起来。","A bit boring, just like the three pieces add up.",0.270335
20,"有点无聊。。。过于正经的喜剧，笑点牵强，差点看睡着了。。。","A bit boring and... Too serious for Comedy, punchline far-fetched, almost looking asleep.",0.28338
20,"有点杂，有点乱","A bit of hetero, a bit of a mess",0.298676
20,"有点玩票儿！ 不够甲方乙方拍的认真！","A bit of a Play ticket! Not enough Party a party B to shoot seriously!",0.226326
20,"有点看不下去的片子....","A little look not to the film....",0.212863
20,"有点莫名其妙 电影本来就不长还分了三节。情绪都没准备好就过了 全片看下来都没笑的喜剧片。。。","A little bewildered movie was not long also divided in three sections. Emotions are not ready for it over a full sheet to look down didn't laugh at the Comedy that...",0.191207
20,"有点讽刺吧。不过我喜欢的是 后面说对不起地球的片段","A bit of irony to it. But my favorite is the back to say I'm sorry a fragment of the earth",0.28407
20,"有点难看…","A bit ugly...",0.249498
20,"有笑点吗！！！冯小刚是作死啊！！！","A laugh? it!!! Feng Xiaogang is to die!",0.232926
20,"有笑点没内容 ps宋丹丹卸妆的时候有些动容接着就是个巨烂的结尾氛围再也回不来了","A punchline no content ps song Dandan Remover when some moving then it's a giant rotten the end of the atmosphere and never come back",0.282117
20,"有这么忽悠观众，抢钱的吗 ！太TM没诚意了","There are so hoodwinked the audience, grab the money! Too TM no sincerity.",0.285514
20,"朔爺您這是怎麼叻....以前的甲方乙方是超越不了叻嗎這是?","Shuo ye you this is how Lat.... Before the Party a party B is beyond not smart? it is?",0.277911
20,"期望抱太低了，所以超出了预期。导演一段自嘲和黑色幽默很王朔，清河工一段看到疲惫的丹姐和葛爷，真有那么点儿忧伤。从开头结尾来看，冯导真是彻底被招安了。","Expect to hold too low, so beyond the expected. Director a period of self-deprecation and black humor is Wang Shuo, the Qinghe work a period look to a tired Dan SIS and GE master, really have so a little sad. From the beginning of the end of the term, von guide is really a thorough is Amnesty.",0.211529
20,"期望越大，失望越大，120分钟看了110分钟的教育片、10分钟的环保广告！！！看得我想睡觉。。。全剧无笑点。。还贺岁档的喜剧片呢、、、这不是讽刺吗？？","Expectations the greater the disappointment greater, 120 minutes watching a 110-minute educational film, 10 minutes environmental advertising it!!! See I want to sleep in. The full drama without a laugh... and Also New Year stalls Comedy?,,, a This is not satire???",0.222023
20,"本以为是轻喜、可以娱乐一下放松心神~但是都特别无趣、没有笑点……看到一半就跑出去了、、、","The thought is light Hi, you can entertainment yourself relaxing mind~but are particularly uninteresting, there is no punchline...... See the half ran out to a, A, A, A",0.204311
20,"本来就想哈哈一笑～结果没有笑到还被冯小刚的装*给吓到了","Originally just want to ha ha a smile to the result not to laugh to also be Feng Xiaogang's installed*to scared.",0.248297
20,"李小璐不仅喜欢贾乃亮的人，还喜欢做。假奶亮。的事。。.假奶。。。亮了","Li Xiaolu is not only like Jasper is a bright person, also like to do. Fake Tits bright. The thing is... Fake Tits and... Bright",0.298529
20,"枪版看了一半，果断点开甲方乙方，别再糟践经典了，自己的孩子不心疼啊？？？","The Board watched a half, the decisive point of the opening Party a party B, not again! classic, your child is not distressed Ah it???",0.212722
20,"某大导不要过度消耗观众对你的期待，这种片也值得我看了片头前20分钟的广告吗呵呵","A great guide not to over-consume audience for your look, this piece is also worth it to me to see the titles before the 20 minutes of advertising? huh?",0.161027
20,"氧化钙。。。太差了。。。比起甲方乙方，这是什么玩意儿啊","Calcium oxide is... Too bad. Than party A to party b, What Is this contraption?",0.286791
20,"没创意炒冷饭，剧本相当的糟糕，如果你看过甲方乙方，那么这一部完全可以不用看了，全程没什么笑点，如果这就是中国顶级导演奉献的贺岁大片，那我只能对国产片又一次深深的失望....................","No creative same old stuff, the script is quite bad, if you've seen Party a party B, then this portion can not see, the whole nothing to laugh, if this is China's top Director the consecration of the New Year blockbuster, then I only on domestic sheet once again deeply disappointed....................",0.296523
20,"没心没肺的当做小品随便看看傻乐一下还行，只是最后能别上升到环保的政治高度行么！","Heartless as a skit just look at the stupid music about it, just to finally be able to don't rise to the environmental to the political height of the row?",0.284792
20,"没怎么看过冯小刚的电影，虽然看之前就能预料到不会出彩，但看之后实在想骂句：shit,这到底是拍给谁看的电影？？？","Haven't seen Feng Xiaogang's movie, while the see Before you can expect to not be out of color, but see really want to scold the sentence: shit,what the hell is shot to who see the movie it???",0.293164
20,"没想黑....但是真的只坚持看了范伟的那段儿就再也看不下去了..........","Didn't want black.... But really only stick to see fan Wei that children will no longer see not go down...........",0.252562
20,"没有说的那么那么差吧。","No that's so so bad.",0.285749
20,"没看之前总觉得冯导的片子再烂也不会有这么烂吧。结果还就真是这么烂。特别是范伟那个故事，被恶心到了。","Didn't see before always thought von guide film again rotten, also there are not so rotten. Results also you are really so rotten. Especially fan Wei that story is disgusting.",0.283376
20,"浪費時間啊！！！！","A waste of time.！！！！",0.177627
20,"浪费时间。。","A waste of time..",0.278693
20,"浪费时间的片子……不想再浪费时间吐槽了……","A waste of time....... Don't want to waste anymore time tucao.......",0.155649
20,"炒冷饭?","A rehash?",0.242474
20,"烂片，一点儿意思也没有","A bad film, a little meaning also have no",0.277994
20,"烂片，不值得去电影院看，一星给范伟，一星给李小璐","A bad film, not worth going to the cinema to see a star fan Wei, a star Li Xiaolu",0.262025
20,"烂片不解释，尤其是最后的梗。。。太老了。。。","A bad film does not explain, especially the last Terrier to. Too old.",0.266888
20,"烂片就是烂片，冯小刚还不承认。最讨厌这种分块式的电影，故事之间没有联系，很杂乱没有什么高潮点。最后的向大自然道歉什么的简直就是扯谈，又矫情又恶心。说是贺岁喜剧电影，其实笑点很少。","A bad film is a bad film, Feng Xiaogang also did not recognize. The most annoying this sub-block of the movie, The Story between no contact, VERY messy no climax point. Finally to Mother Nature apologize for what is simply a myth, but also hypocritical and disgusting. That is a new year Comedy film, in fact, laugh a little.",0.168895
20,"烂片有时候不需要解释","A bad movie sometimes no need to explain",0.28871
20,"特殊的时候看这片子，真的是大烂片。","A special time to see this film, really is a big rotten piece.",0.258421
20,"生拼硬凑的一堆段子，关键是这些段子都没有微博段子好笑。开始以为分数这么低是给水军黑出来的，我只想说，不给我付工资，我也愿意黑这片子。","Born to fight hard to scrape together a pile of scripts, the key is that these scripts are not Twitter joke funny. Beginning to think the score is so low is to give the Navy a black out, I just want to say, Do not give me pay, I'm also willing to black this film.",0.180251
20,"用生命在恶性人………………","With life in malignant human..................",0.29236
20,"甲方乙方？最后道歉是怎么回事儿？","Party a party B for? Finally apologized is going on?",0.285805
20,"甲方乙方2.0.。。。。。","Party a party B 2. 0.。。。。。",0.236944
20,"甲方乙方2.0版？吐槽！！强烈的吐槽！！","Party a party B 2. 0 version? Tucao it!!!! Strong tucao it!!!!",0.228601
20,"甲方乙方2？还特装B的来一段4干嘛。。。搏出位啊？","Party a party B 2 for? Also special mounted B to a period of 4 doing that... Pacing out a bit?",0.182938
20,"甲方乙方已经过去了那么多年……","Party a party B has been in the past so many years......",0.265377
20,"甲方乙方的即视感...没什么新意，没什么意思..","Party A to party B, i.e., the Visual sense...nothing new means nothing..",0.263948
20,"甲方乙方的另一版本而已 刚郎才尽了？","Party a party B to another version of it just francs before they do?",0.290762
20,"省钱，偷懒。不算个大电影，小段子逗乐～人家就没跟你来真的，就是玩玩放松下随便搞个电影，你还认真去评论就是你的不对了。","Save money, be lazy. Not a great movie, scripts amused to they just didn't tell you to, really, is to play relax just make a movie, you seriously going to comment that your wrong.",0.246153
20,"看之前已经没啥期望了，加之同去的猪笑点过低，以至于我也跟着笑了几次；去掉最后一段的话能多给一颗星吧。","See already didn't what to expect, plus the same goes for the pigs punchline is too low, so much so that I also follow to laugh a few times; remove the last paragraph the words can give a star.",0.24412
20,"看之前我问：怎么会这么差？看之后我觉得：真有这么差！一星给葛优，一星给范伟。冯导，真不能再多了！","Look before I ask: how could so bad? Look after I felt: really there is so difference! Star one to GE, the A-STAR to Fan Wei. Von the guide, really not more!",0.288043
20,"看完范伟第一段就再也没兴趣看第二段……………………","After seeing fan Wei the first paragraph will no longer have no interest in watching the second paragraph........................",0.222279
20,"看看枪版就好了，最后一段真是太矫情了……","See the Board just fine, the last paragraph is so hypocritical.......",0.239418
20,"看睡了好几次………………","See sleep several times..................",0.263199
20,"真心把我看得一愣一愣，一场支离破碎的电影，结尾真是莫名其妙。。。浪费时间。。。。。","Really put me to see a stunned surprised a moment, a fragmented movie, The End was somehow.... and Waste of time。。。。。",0.267255
20,"真是随便一点段子就凑啊 说是短篇就算了 硬说是电影有点扯了 一星送给王宝强了。。。","Really just a little joke on Minato. that is short even hard to say is the movie is a bit ridiculous for a star to Wang Bao Qiang.",0.282347
20,"真的不接地气…………还使劲接地气……","Really not ground gas............ Also straining ground gas......",0.265906
20,"真的也就看那么一次……","Really also just see then once......",0.291206
