"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
10,"剧本很空洞看似要讲点大道理但是没什么效果还丧失了笑点   这些都无所谓但是最后一段居然还扯到了环境保护 我就想CNM了","The script is empty. It seems to have something to say, but it doesn't work. It doesn't matter if it laughs. But it doesn't matter if it laughs. But in the last period, I even think of CNM.",0.738212
10,"原本冲着那段高雅我还想给两颗星，你冯导傻逼似的开骂就果断只有一星。这东西当个情景喜剧还不如武林外传，要是全国免费上映保证一句话没有","Originally meant that elegant I also want to give it two stars, you idiot like Pingdao scolded decisively only a star. As a sitcom, it's not as good as Wulin, and if the country shows up for free, it doesn't have a word.",0.727879
10,"原来对这个还是有所期待，没想到期望越高失望越大，中途看着想睡觉，很多刻意制造笑点却不能使人发笑，总之就是很失望。","There was still some expectation for this. I didn't expect that the higher the disappointment, the greater the disappointment. If I wanted to sleep in the middle, I could make people laugh when I tried to make a laugh, but in short, I was disappointed.",0.762652
10,"反智","anti-intellectual",1
10,"口碑不好，但是为了杀时间还是去看了。排档倒是挺满的，进错了场从第二个故事看起。其实前两年冯裤子的非诚系列就不怎么样了。他还是得有好本子撑着。","The word of mouth is not good, but to kill time or to see it. The stalls were full, and the wrong field was seen from second stories. In fact, the first two years of von Feng's non - sincere series is not so good. He still has to have a good book.",0.897567
10,"只怪我笑点高，周边没看过电影的傻比快笑成傻比比，一觉醒来，我对同伴说，今天的甲方乙方真好看，","Only I laugh a little bit high, the fool around did not see the movie is more silly than the silly ratio, wake up, I said to my companion, Party A is really nice today.",0.802924
10,"只能说，超级难看，连小时代都不如，小时代至少那首涉嫌抄袭的歌不错。没有剧情没有主题，非常不连贯，小品都没拍好，最后的道歉虽然能当公益宣传片，但出现的压根不合理。","It can only be said, super ugly, even in the small times, at least the song of the first suspected plagiarism is good. There is no story without a theme, very disconnected, no good, the final apology can be a public service, but the root is not reasonable.",0.852901
10,"只能说冯小刚的电影越拍越差，除了花好多钱还是花很多钱去取景，今年的春晚一样，渣得不能再渣了，就是用很多钱的旅游景点堆砌起来的，越来越高级黑，而且黑的一点不搞笑，从集结号开始没看到他拍过好电影，集结号也是就一开头好看些，后面坑爹啊。","Can only say that Feng Xiaogang's movies get worse, in addition to spend much money or spend a lot of money to view, this year's Spring Festival, the slag can be slag, is a lot of money tourist attractions piled up, more and more senior black, and a little black not funny, from the beginning did not see No. He made a good movie, it is a nice beginning of assembly, behind the cheating.",0.88783
10,"可惜没有负分，这样的一部片子说他是炒甲方乙方的冷饭好呢，还是说他拜金主义宣传片好呢，还是公益环保宣传片好呢，在李小璐，白百合及一个男的帮助下，葛优的表演看起来如此蹩脚，所有角色都没有灵魂，只是用来把电影演完的工具，冯小刚不愧是我最讨厌的导演，他再次成功的恶心到我。","Unfortunately, no negative points, such a film that he is cold fried rice Party B is good, or that he worship publicity is good, or public environmental protection publicity is good, Li Xiaolu, white lily and help a man, Ge You's performance looks so bad, that there is no role the soul is used to make the movie tool, Feng Xiaogang is worthy of I hate the director, he once again successfully disgust me.",0.842359
10,"可能今天心情不好，看到全是广告 还有李小璐和某女生的某个部位。","Maybe I'm not in a good mood today. You can see all the ads and some part of Li Xiaolu and a girl.",0.726203
10,"可能是期望值太高了，想着王朔冯小刚葛优仨大爷凑一起一定是部好片子，结果，呵呵了我就。换句话说，可能是片子确实不错，只是剪的太差了，又或者，片子本身就很差，剪完更差了。故事叙述有问题，前言不搭后于，李成儒纯属就是打酱油，还没怎么呢，就快挂了。这片子也快挂了吧！","May be too high expectations, Wang Shuo thought Feng Xiaogang Ge You three uncle together is a good movie, I have the results, ha ha. In other words, it may be a good piece of film, but it's just too bad, or, the film itself is bad, and the cut is worse. The story is a problem. After the preface is not set, Li Chengru is just making soy sauce. It is not much, and it is fast. The film is going to hang up too.",0.898146
10,"台词","Lines",1
10,"右边的大妈跟宝宝打电话，左边的姑娘不停的接快递电话。观众根本无心看电影，第一场戏笑点多而露骨，第二场戏笑点少而雷人，第三场戏无笑点而且在向春晚致敬！","The girl on the right is calling the baby, and the girl on the left keeps the express. The audience did not have the heart to see the film, the first play was more and more open, the second play was less and the thunder, the third play did not laugh and was salute to the Spring Festival Gala!",0.838955
10,"吃饭时在盒子上看了本片，不知道该怎么评分。有打有摸，两记巴掌一给了官员，一给了影评，而两摸的温情，见仁见智。还是有想法的，但是体现出来就是乱的一塌糊涂－很多人拍照，什么都想摄入镜头，可是出来的东西却是没有重点…","I looked at the film on the box during the meal, and I didn't know how to score. Have a touch, two a slap in the face to the officials, gave a film critic, and two felt the warmth of Different people, different views. There are still ideas, but it is a mess of chaos. Many people take pictures, and want to take in everything.",0.761894
10,"各种小品感矫情感，绝对的演员不走心无聊大破片！完全就是各种小品场景的堆积，演员间没互动不来感！还有莫名其妙的煽情很黄宏，超生硬的最后一段，以及借角色嘴发表冯式宣言，忒小家子气。反正是部绝对不值得进影院看的片儿，弄的影院气氛有种微妙的尴尬和愤怒啊！","The various pieces of absolute sense of emotion, the actor does not take heart boring large fragments! It is the accumulation of all kinds of sketches, and there is no interaction between the actors and actors! There is rather baffling sensational Huang Hong bounce hard the last paragraph, and by the role of mouth Feng, published the declaration appearing nervous in public. It is absolutely not worth into the theater to see the movie theater made a subtle atmosphere of embarrassment and anger!",0.824287
10,"吐","spit",1
10,"吐了","Spit",1
10,"听说很难看，但还是犯贱去了。谁叫葛大爷和贺岁是绑定的呢！结果一看，果然很不好看。以后还是相信群众眼光，不为烂片冲票房了，我错了。。。","I heard a very ugly, but still went. Who called Ge and the year of congratulations are bound! As a result, it was very unpleasant. After the people still believe that vision, not bad at the box office, I was wrong...",0.739153
10,"告诉你们，就是三段相声，最后还非得上升到人文高度。累么？十八岁成人礼的群演是唱伤不起的妹子。哈哈哈。","To tell you, it is the three phase of cross talk, and at last it has to rise to the high level of humanity. Is it tired? The eighteen - year - old adult ritual group is a sister who can't afford to sing. Ha ha ha。",0.747591
10,"周一去广州出差的时候和上司还有司机大哥一起偷溜去电影院看的  虽然知道豆瓣的评分不高 仍然很期待 可是看到本片的时候 眼泪快要掉下来。。。太TM难看了！上司和司机大哥看睡了！！我独自撑着眼皮坚持着 但是我觉得这片简直浪费我眼皮的力量！！一点不好笑！一点不好看！一点不有趣！","When I was on a business trip to Guangzhou on Monday, I sneaked away to the cinema with my boss and brother driver. Though I knew that the score was not high, I still expected it. But when I saw this movie, tears were going to fall. It's too hard to see TM! The boss and the driver, big brother, go to sleep! I stick with my eyelids alone, but I think this is a waste of my eyelids! It's not funny at all! It's not good at all! It's not fun at all!",0.896672
10,"呵    呵","Ha-ha",1
10,"呵呵","Ha-ha",1
10,"呵呵，毫无诚意","Hehe, disingenuous",1
10,"呵呵～","Hehe",1
10,"呵呵呵","Interesting",1
10,"呵呵呵呵·····","Hehe Koko",1
10,"呵呵哒～～","Ha ha Da ~ ~ ~",0.776761
10,"呸","Bah",1
10,"和妹子在风暴与这部电影之间选择了这个，幸好不是3D的，不然我一星期因为票价都不吃饭了，这电影，必将留名青史","And the woman between the storm and the film chose this, fortunately, not 3D, or I don't eat for a week because the fare, this movie will go down in history.",0.761911
10,"哈哈哈哈哈我都没办法给什么分了真的是超级烂片好么！！！看过那么多乱七八糟的电影这部是真的不好看好么！！","Ha ha ha ha ha I can't give what points are really super good films!!! See so many messy movies this one is really not good!!",0.774359
10,"哎，实在是很难看，都打了几个哈欠了，我不知道冯小刚这个名气还能有多少的票房，但我只能说我已经完全对冯大导演没一丁点兴趣了。可能是周一的原因，我们那一场一共就十几个人吧，居然还有人中途走掉了。兴趣索然，真是硬逼着自己看完的，强迫症伤不起！","Oh, it's really ugly. All of them have made a few yawns. I don't know how many box office Feng Xiaogang can have, but I can only say that I have no interest in director Feng Da. Maybe it's the reason for Monday. We had more than a dozen people in that game, and there were people walking away in the middle. No interest is really forced himself to read, OCD vulnerable!",0.750531
10,"唉","alas",1
10,"唉没法看","Alas",1
10,"啧","Tut",1
10,"喜剧没拍好。对不住大家儿了，老剧本。老团队。老广告。大家再捧次场！最讨厌别人把我的电影说成其实是有教育意义的！有深度！这个真没有！纯喜剧。拍次了而已！2014春晚再见！","The comedy is not good. Toeverybody son, old script. Old team. Old ads. Let's do it again! I hate people to say that my movie is actually educational. There is depth! This is really not! Pure comedy. It's just a shot! 2014 Spring Festival Gala!",0.720184
10,"嗯，很难看，我和朋友一边玩手机一边P照片一边吃鸡块和鱿鱼一边看。。 真是说教式大片。。。请组织小学生春游看 ，挺有教育意义的","Well, it's hard to see. My friend and I are playing with a P picture and eating chicken chicks and squid while watching. It's a sermant blockbuster. Please organize the spring outing for the pupils. It's very educational.",0.713475
10,"噁心","Nausea",1
10,"嚼蜡","insipid",1
10,"四段小品级别的段子，结构很烂，为了搞笑而搞笑，绝对是华谊兄弟敛财的片子。编剧、导演一点诚意没有，忽悠消费者。对于这样的骗子，要抵制。敛财无下限。","The four paragraph of the grade of the paragraph, the structure is very bad, in order to laugh and funny, is absolutely Hua Yi brothers collecting money film. The screenwriter, the director a little sincerity does not, flicker the consumer. For such a liar, to resist. There is no limit to the accumulation of money.",0.716294
10,"因为最近有比较多的人提起这部电影于是找来枪版看了一看。而在我看来电影背景中观众不明所以的阵阵笑声比电影本身更值得琢磨。一个好的想法，第一次出现叫做天才，第十次出现叫做经典，第一百次出现叫做平庸，而第一千次出现就叫做令人作呕。冯导说，俗的他拍腻了，现在来了这么部雅的。看来我是俗人","Because a lot of people recently brought up the film and looked for a shot. It seems to me that in the background of the film, the audience's unidentified laughter is more worth thinking than the film itself. A good idea, the first appearance is called genius, the tenth appearance is called classics, the 100th time is called mediocrity, and the 1000th appearance is called nauseating. Feng guide said that the vulgar he was greasy, and now it's so elegant. It will be you and me",0.841937
10,"因为电影票钱不是我出的，而且当天喝到想了很久的奶盖奶茶也是拜它所赐，我还是很感恩的上来表示我响应了他的票房号召。。","Because the movie ticket wasn't out of my money, and I drank the milk covered milk tea that I had thought for a long time. Thanks to it, I was very grateful to come up and show that I responded to his box office call.",0.74053
10,"因为讨厌冯小刚，所以并不打算再看他的任何电影。看完已经不能说是失望，因为本就不抱希望。很难看，很难笑。但还是谢谢请我看这场电影的人。","Because I hate Feng Xiaogang, it's not going to look at any more of his movies. I can't say it is disappointed, because we don't have hope. It's hard to see. It's hard to laugh. But thank you for asking me to see the movie.",0.743797
10,"圈钱的","Quanqian",1
10,"在一片嘈杂声中睡着了，对电影的感觉和对戏里面那位和宝强兄换血弹棉花的俗导演的感觉一样，想在大俗中寻找高雅，完全不搭调……突然无比怀念手机，怀念天下无贼，才发现其实冯导的电影我就只喜欢这两出而已。","Falling asleep in a noisy voice, the feeling of the movie is similar to that of the popular director in the play, Bao Bao Qiang's blood exchange and cotton bombs. All of a sudden, I miss the mobile phone and miss the world without thieves. I found that I just like the two out of the movie.",0.794392
10,"在哪看的影评说起体会导演的用心   最后的道歉几幕很难得    着实体会不了    说是回归喜剧    就做喜剧    等到公益    咱们再谈道歉     喜剧笑点没营养    公益腔调不深刻    一星意思意思","It's hard to see the director's intentions and the final apology. It's very hard for the entity to comeback to comedy, to do comedy until public service. Let's talk about apologizing, comedy, laughter, nutrition, public service and tone.",0.753306
10,"在床上看了四次，都睡着了，现在还没看完呢，我就不好意思说我是下载的抢先版了，这种电影还是很明智的没有选择去电影院，无聊的词藻堆积！！！","Four look on the bed, fell asleep, it is not finished, I feel shy that I was the first version of the download, this movie is very wise to choose not to go to the cinema, boring words accumulation!!!",0.738034
10,"在电影院看的最烂的一部电影，无论是所谓的幽默还是感动都做的好刻意，就那句成全别人恶心自己印象最深，我们这些看客真是做到了成全导演恶心了自己啊！看完了只想问有后悔药吃么？我不想在电影院留下看这部电影的记忆…>_<…","The worst movie seen in the movie theater, whether it's so-called humor or moving, is done very well. It is the most impressive impression on others. We are really impressed by our viewers. Have you finished looking only to ask you to have a regret medicine to eat? I don't want to leave the movie in the cinema. >_<...",0.768849
10,"坑","pit",1
10,"坑爹","Cheating",1
10,"垃圾东西","Junk",1
10,"垃圾中的战斗机！冯小刚总想给屌丝代言，其实自己就是一土豪！想以屌丝的身份自嘲，结果成了土豪在意淫！看在李小璐秀色可餐给个一星吧。别的角色着实恶心，特别是越来越猥琐的葛优大叔，应了老冯那句：成全自己，恶心别人！哦，什么？丫说我顺序搞反了！","The fighter in the garbage! Feng Xiaogang always wanted to speak to Diao silk, but he was a proud man. To the identity of the grass root self, became a nouveau riche in psychology! Look at Li Xiaolu for a star beautiful enough to feast the eyes. Other characters are really nauseous, especially the more and more indecent uncle Ge You. Oh, what? I said I was in the wrong order!",0.775369
10,"垃圾中的战斗机，好还是不要浪费钱了","The fighter in the garbage, good or not to waste the money",0.734312
10,"垃圾小品","Junk",1
10,"大家都去看吧~~~我一个人被坑心理不平衡~~~~~~~~~~35块也是钱好不好 能不能尊重一下我辛苦挣得钱~~~","Everyone went to see - ~ ~ ~ I was a person's mental imbalance ~~~~~~~~~~35 block is also good money or not to respect my hard to earn money ~ ~ ~ ~",0.752619
10,"大烂片","Flop",1
10,"大烂片 绝对的2013年看过最烂的片 没看过的同学千万不要去看了 看了就是浪费时间浪费金钱影响心情 群众的影评是雪亮的 千万不要报着好奇和侥幸的心里走进电影院 放映前播放的广告已经无力吐槽了 这尼玛是被电影看了 不知道电影院全都是该片片档是什么心理 成全冯小刚 恶心自己！","Flop the absolute worst 2013 saw films not seen students do not go to see is a waste of time and money affect the mood the masses are sharp critics don't quote curiosity and lucky heart into the cinema before the broadcast advertising has been unable to spit the slot is movie fuck see don't know all the pieces of cinema what psychological Feng Xiaogang himself nausea!",0.714866
10,"大爛片","Flop",1
10,"太差了，在今年我看的电影里也就比小时代好点。炒了甲方乙方的冷饭这事大家都知道，您也好歹加个新鲜佐料重新调个味儿吧，不仅没有，还把鸡蛋给弄没了。最后还加了段老同志年纪大了顾影自怜的唧歪！看的媒体点映，全场零星笑声不超过10次，冯导朔爷二位就此歇了吧。","That's bad. It's better in the movies I saw this year than in the younger age. We all know that the cold rice of Party B is all known, you are also good to add a fresh seasoning to re adjust the taste, not only did not, but also the eggs to get lost. Finally, with some old comrades older one slightly askew! Look at the media point, the sporadic laughter is not more than 10 times, two Daoshuo Feng Ye to break it.",0.855734
10,"太烂了，王朔是段子手么，能写出阳光灿烂得日子现在就编仨小品来充数么?结尾太矫情了。如果能够把这些触目惊心的放在故事了才妙，完全脱节的四段。。。还好当初木有去电影院。。。葛优都平庸了。","Sucks, Wang Shuo is the hand piece, can write a sunny day now as three series of sketches? End too hypocritical. If you can put these amazing things in the story, the four pieces of completely disjointed. It's good for the wood to go to the cinema. Ge You was all mediocre.",0.797537
10,"失望","Disappointment",1
10,"失望透了","Disappointing",1
10,"失望透顶","Disappointing",1
10,"头疼","headache",1
10,"好不容易和喜欢的人看了一场电影 却没有想象中的感觉 是完全不会觉得好的片子 看的时候怕喜欢的人觉得我高冷还故作姿态的笑了笑","It's hard to see a movie with a favorite person, but it doesn't feel like it doesn't feel like a good movie. When it comes to watching a movie, people who are afraid of it will feel very cold and smile.",0.878578
10,"好票房需要的条件：一：压制外方--限制外方电影在大陆的屏幕和上映时间！二：找准时机将好的外方电影高清泄露。三：炒作。四：自己包场子...五：口碑是个屁！","Good box office requirements: 1: suppress the foreign side - limit the screen and the time of the foreign film on the mainland! Two: to find the right time to be a good foreign film HD divulge. Three: hype. Four: his bag wherever he goes five: reputation is a fart..!",0.787648
10,"好蠢","Stupid",1
10,"妈辣个巴子，花劳资三十块以及宝贵的两小时看了一部愚蠢的电影和一部算有心的公益广告。要知道劳资一年也没机会去两次电影院，太他妈失望了。订制泥煤，笑点还没演就能猜到，多亏俩演员个人魅力，要不然苦逼脸俩小时。能别他妈乱价值输出么，就一点是对的，笑大声的群众都是无知的。","She saw a stupid movie and a good public service for two hours of labor and thirty dollars. We have no chance to go to the two cinema for one year, and the mother is disappointed. Custom peat, bursting point also did not play will be able to guess, thanks to the two actors personal charm, or bitter face two hours. Can you stop his mother's disorderly output? It's right at the point, and the people who laugh loudly are ignorant.",0.868978
10,"姿态不论如何，坚持如一很关键，王朔和冯小刚活了一把年纪了，对腐败、高雅、环境污染有点儿自己的观点本来很正常，讽刺上头，瞧不起下头，觉得全世界就自己牛逼也可以理解，但宋丹丹那个故事，明显就是拉拢观众，把前面混不吝的姿态一藏，拿出张假温情的嘴脸收买民心，呸，不要脸！","No matter how consistent attitude, is the key, Wang Shuo and Feng Xiaogang lived in an age of corruption, environmental pollution, elegant, kind of their point of view is very normal, ironically it, despise head, feel the whole world is my Niubi is understandable, but the story of Song Dandan, is obviously to the audience. In front of a mix of liberal attitude Tibet, took out a false tender face to buy people, bah, shameless!",0.785988
10,"它的差其实只有一个原因，冯小刚丢掉了他最大的强项——没讲好一个完整的故事，没有目的的逗贫冲淡了本来就没有情节的故事，让人没有了看下去的欲望。","Its difference is actually only for one reason. Feng Xiaogang has lost his greatest strength. He didn't tell a good story. He didn't play with the poor to dilute the story without any plot.",0.730991
10,"完全不知所云","Completely unintelligible",1
10,"完全无笑点，导演的催泪点也屋效果。一星给女主，身材不错。","No smile at all, the director's tear point also has the effect of the house. One star gives the woman a good figure.",0.765051
10,"完全笑不出来，存心拍来嘲笑观众的。以后冯小刚的片子决不能去影院看。。叙事能力都成问题。第二个故事就是他自己，想拍雅的，观众不支持，哈哈哈。","You can't laugh at all and laugh at the audience. Feng Xiaogang's film will never go to the cinema in the future. The ability of narration has become a problem. The second story is his own, want to take the elegant, the audience does not support, hahaha.",0.744525
10,"官员不清廉因为群众不是省油的灯，不喜欢俗的都是神经病，有钱的其实过得没穷人好，地球污染了需要我们道歉而不是政府和企业……冯小刚你够很，没见过这么明目张胆地帮既得利益者说话的。另，从电影角度此片绝对零分，毫无价值！","Officials are not honest, because the masses are not oil saving lamps. They do not like vulgarity. They are all neurotic. They are not good enough for the rich. The earth is polluted. They need our apology, not the government and enterprises. Feng Xiaogang, you have not seen such a blatant speech to help vested interests. On the other, the film from the angle of absolute zero, no value!",0.781428
10,"实在不怎么样 - - 不够搞笑也不够深刻，离幽默差了老远了，不怪华谊股票大跌，现在的中国观众没那么好糊弄了。不过能和妹子们一块看电影还是不错的！2星友情分。","It's not good enough. It's not funny or deep enough. It's far from humor. No wonder Huayi stock falls. Now the Chinese audience is not so fooled. But it's good to see a movie with my girls. 2 star friendship.",0.822311
10,"实在是无力吐槽，2013年第一部也是最后一部让我在看电影的时候有想冲到外面抽烟的冲动，全片无真正的笑点，最好笑的部分请大伙去看预告片。。。冯导估计一身心去捣鼓春晚了，但是最起码也要和以前的甲方乙方一个水平啊！！最后面的道歉，只能认为是冯导故意恶心人吧。。恶心了观众，成全了自己！！","It is unable to Tucao, in 2013 the first and last a let me in the movies when there is to get to the outside to smoke the impulse, no real bursting point, the funniest part please everyone to see the trailer... Pingdao estimates and to do the show, but at the very least, and Party B before one level!! The last apology can only be thought of as Feng Dao's deliberate nausea. Nausea the audience, make yourself!!",0.803588
10,"实足的浪费时间的烂片，全片无一个笑点，毫无内涵及意义，可以说新闻联播都比它有意义非常多！真不敢相信这是冯小刚的作品，感觉就是为了应付考试而在一通宵内完成的命题论文，一颗星送给宋丹丹","All the waste of time without a bad film, the connotation and significance of bursting point, it can be said, the news than it has the significance very much! I can't believe this is Feng Xiaogang's work. It feels like a thesis that is done all night for the exam and one star gives Song Dandan.",0.832144
10,"宣传力度过大，反而失望到不行了。四个人的分工有毛关系啊！葛优是什么地方都有他的出现，估计是为了赚票房；白百合是小姑娘的代表，一些需要受累的活都靠她；李小璐是女人的代表，需要露胸需要展示身材的她就出来，可是。。拜托你锻炼一下肚子。。；郑恺是稍微正常的人，链接各个故事演不下去的地方。","The publicity is too big, but it is disappointing. The division of labor between the four people is hairy. Everywhere Ge You appeared, he estimated that it was to earn the box office; the white lily was the representative of the little girl, and some dependent activities depended on her; Li Xiaolu was the representative of the woman, and she needed to show her figure, but she came out. Please exercise your stomach. Zheng Kai is a slightly normal person, linking the places where each story doesn't go down.",0.786073
10,"对于豆瓣评分7.5以下的作品我从来不会去影院的，此次也一样，为什么越来越多的烂片充斥国内市场，因为只要炒作，就能好票房，充分抓住了中国人爱凑热闹的坏习惯。","The watercress score below 7.5 works I never go to the cinema, this is the same, why more and more bad with the domestic market, as long as the hype, can good box office, fully captures the Chinese merry love bad habits.",0.855606
10,"导演还是导演，编剧还是编剧，可是再也拍不出好电影了，不知道最近几年的国产片是怎么了，拍一部烂一部，还有救儿没有","The director or director, screenwriter or playwright, but can't get a good movie anymore. I don't know what's happened to the domestic films in recent years. I'll take a bad one and save children.",0.852927
10,"小伙伴都说是烂片了还是舍命陪君子陪人来看了，果然是不出意料地烂…故事既没新意也没诚意，每一个故事都好没意思，更别说最后一个变环保宣传片的调调…演员都全线陷落，就算是永远能撑场的葛优这次都好让人失望…PS.而且为何这次所有演员都在拿腔拿调说话 好怀念甲方乙方","Buddy said is bad or death with a gentleman with people, it is not surprisingly... The story is not new nor sincerity, each story is very boring, not to mention the last piece of variable environmental protection propaganda tone... The actors are all fall, even if the game is always to Ge You this good disappointing... PS. and why this is all the actors in tone speak good memory of Party B",0.876413
10,"小刚歇了吧，给自己留点好名声，另外严重怀疑王朔作为编剧的独立性，我不信那么蠢的对白是他写的，更不信他会把赤裸裸的海南广告放进台词里","I break it, give yourself a good reputation, also seriously doubt Wang Shuo independence as a writer, I don't believe that stupid dialogue is written by him, but do not believe he would put naked into the lines in Hainan advertising",0.733655
10,"小品","Sketch",1
10,"就是烂，，，，升级版的甲方乙方罢了，，吃老本，，，空噱头，，，分段故事毫无关联之处且叙事不够充盈。。。色调太像宣传片，，剪辑后期废镜头太多。，蒙太奇生硬低俗，，，配乐跳脱，，为了氛围而氛围。，目的太强","Is rotten,,, the upgraded version of the Party B's laurels,,,,,, empty gimmick, sub story unrelated and narrative is not filling... The hue is too much like a propaganda film, and there is too much of the waste lens at the later stage of the editing. Montage is hard and vulgar, and the music is taken off, for the atmosphere and atmosphere. The purpose is too strong.",0.722235
10,"就第三段看着还顺畅点儿 白百合的戏都看不太下去以及为什么有关她的剪辑都像硬塞进去的 最后的公益广告真是不把电影当电影了 我不怀疑冯小刚对电影的忠诚 只是不知不觉跑偏了也是常有的事儿 别光顾着骂观众不理解自己 别因为走得太远 忘了为什么出发","The third section also looked at a smooth white lily scene can not see too down and why are like public advertising clips about her hard in the end is really not the film when the film I don't doubt that Feng Xiaogang is loyal to the film imperceptibly deviation is often the thing don't scold the audience do not understand their own don't go too far to forget why starting",0.732846
10,"尴尬","awkward",1
10,"尼玛这是电影？？三段小品的胡乱拼凑，这编剧干啥吃的，而且这小品还不搞笑，讽刺的也不犀利，还不如微博段子呢；葛优、白百何一干人等各种cosplay，穿插着各种品牌广告。。呵呵，还有最后矫揉造作地给大自然道歉，其实冯导最应该给我们观众道歉，一星不谢！","Fuck this movie?? The three pieces are pieced together, what the playwright eats, and the sketch is not funny. The satire is not sharp. It's not as good as the micro-blog section. Ge You and Bai Baihe are all kinds of cosplay, which are interwoven with all kinds of brand advertisements. Ha ha, and the final apology to the nature of the nature apology, in fact, Feng guide should be the most apologizing to our audience, one star is not grateful!",0.857761
10,"差","difference",1
10,"差劲至极","Lousy",1
10,"差差差","Difference difference",1
10,"差点睡着","Fall asleep",1
10,"差点睡着~","Fall asleep",1
10,"平安夜还是去看了，还真是很差，说是个人年度最差也不为过。第一段还中规中矩，后两段就毫无章法了。最后那一部分暴露了冯小刚从来没把这片当个电影拍。可惜了几个好演员。这片本来打的是两星，后来冯小刚还不许人骂了，减一星。","On Christmas Eve, I went to see it. It was really bad. It said that it was the worst of the year. The first section is quite satisfactory, after the two paragraph is clueless. The last part of the film revealed that Feng Xiaogang had never taken this film as a film. It's a pity a few good actors. This piece originally played two stars, Feng Xiaogang was not allowed to scold, minus one star.",0.833299
10,"平淡无奇，看的犯困","Insipid, sleepy",1
10,"年度看过最烂电影没有之一 情节之乱 立意之差 小短片故事性性都强过它 看前不相信豆瓣的一片吐槽声 影片开始十分钟后开始各种后悔莫及","One of the worst movies in the year is not one of the plots, but the plot is short. The sex of the short story is stronger than before. It didn't believe that a piece of Tucao was heard before. The movie began to regret after ten minutes.",0.768107
10,"开头就把人恶心坏了，李小璐故意做作的演戏一点不觉得搞笑，只觉得恶心浮夸。","The beginning of the man's nausea and bad, Li Xiaolu's deliberate act of acting do not feel funny, only feel nausea and exaggeration.",0.727354
10,"弃","Abandoned",1
10,"弱","weak",1
10,"当初的天下无贼和非诚勿扰确实很好，不过你没啥拍的就别拍了，非的炒剩饭，谁他妈爱吃阿，一看剧情架构和甲方乙方一样，sb才去电影院看，sb一个砸自己招牌！","No thief at all, and if you are the one, it's really good. But you can't take any pictures of it. No one can cook it. Whoever loves it can see that the sb is going to the movie theater just like Party A's Party B, and Sb is smashing its own sign.",0.748682
10,"影片中段那个中年男子的廉政公署梦，里面既讽刺了天下乌鸦一般黑的中国官员们，但那个中年男子颐指气使的模样让人看到的一个小人得志的张狂。在这部戏里面，冯小刚不同情任何人，在他眼里，社会上层与下层，除了等级的区别导致立场不同，本质却是沆瀣一气的全然肮脏。","The middle-aged man in the middle of the film inside the dream of the ICAC, the irony of the crow black China officials, but that a middle-aged man around a small man intoxicated by success. Let the people see it. In this film, Feng Xiaogang sympathy for any person, in his eyes, the upper and lower levels of society, in addition to the differences in different positions, the essence is completely act evilly in collusion with dirty.",0.885788
10,"影片连贯性不是很重要，炒冷饭也不要紧，可这三俗的内容真让我恶心到了，然后道貌岸然的告诉我这是反讽，或许可以这么理解，私人订制真正诠释了如何既当了婊子，又立好了牌坊，恶心了观众，成全了票房,当初骂了××，如今又开始骂影评人，能好好说话不骂人吗？无缘无故被骂，不打个一星还真对不起你。","The film continuity is not very important, the same old stuff does not matter, but this vulgar content really makes me sick to, then tell me this is ironic pose as a person of high morals, perhaps it can be understood, private custom real interpretation of how both when the bitch, and laid the arch, nausea and the audience, all the original box office. Called * * *, now started to criticize critics, can talk not to swear? There is no reason to be scolded, not a star is really sorry for you.",0.71545
10,"影评最后的道歉真的是毫无意义 故事3个主题也是想表达 又让人看不懂 冯导这些总想在 喜剧片中找点人性 在笑声中找点苦涩 但是 真心觉得 还是您以前的片我能回去在看一遍 2遍 3遍 但这些年的不会了 甚至出现看一半不想看的念头 按老郭的话说如果不能做出很高的造诣 那么我们还是先搞笑吧","The final apology is really pointless Story 3 theme is also wants to express and let a person cannot read these Pingdao always want a little humanity in the comedy film for bitter laughter in your past but really think I could go back and look again in the film 2 times 3 times but these years not even look at the half don't want to see the idea according to the old Guo saying if you can not make a very high attainments so let us funny.",0.782902
10,"彻底被坑","Completely pits",1
10,"很一般，看之前就有感觉不好看。","It's very common, and it doesn't look good before you look.",0.776193
10,"很差","Poor",1
10,"得掉渣","Falling",1
10,"必须承认，在影院看这么难笑的喜剧，还是头一遭。从剧情到对白，从结构到剪辑，始终弥漫着一种随意为之的粗糙感，3个东拉西扯的小品，硬配15分钟环保教育，即便别人买单，都不能减我2个小时被糟蹋之肉疼。想对花钱看了郭导大作继而吐槽不辍的人说：小时代，也就比这片儿好看一倍左右吧。","Must admit, laugh so hard to see in the comedy theater, or the first time. From the plot to dialogue, from the structure to the clip, always filled with a random rough sense, 3 pieces with hard drag in all sorts of irrelevant matters, 15 minutes of environmental education, even if others can not pay, minus 2 hours I ruined the routeng. Want to spend money to see the guide for Guo Buchuo then Tucao say: small age, is a piece of good times than this.",0.754141
10,"忽悠人","Flicker",1
