"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
10,"冲着葛大叔去的 结果葛叔叔也萎了~","Uncle Ge directed toward the results of uncle Ge also wilt ~",0.713334
10,"几乎可以算是看过最不知所云且毫无意义的电影了，全剧唯一的亮点恐怕只有结尾那首歌了吧，还上了春晚，除了这个其他全是槽点，可惜了我的电影票啊，太浪费了。","Almost can be regarded as the most unintelligible and meaningless movie seen, the only highlight of the play I am afraid that only the end of the song, but also on the Spring Festival Evening, in addition to the other all the slots, a pity my movie tickets Ah, it's too wasteful",0.77068
10,"分给的确实低，但咱是真情实感啊，看之前就听说不太行，怎么也没想到差到这地步，我还没有过看电影看到中途想离开的地步呢，这次差点没忍住走了。之前看的评论说三胖子那段差，完了就觉得那段还能看，剩下两段什么玩意，特别是丹姐，老子花钱不是让你恶心的，跟吴君如的演技差太多了。三亚的景拍的不错","I really feel it, ah, before I heard that it is not OK, did not expect to go to such a point, I have not seen the movie to see halfway want to leave it, this almost did not endure Lived away. See comments before that three fat section of the poor, that period of time can still see that the rest of the two paragraphs of what stuff, especially Dan sister, I do not let you spend money disgusting, with Wu Junru acting too much. Sanya King shot good",0.883093
10,"别人有的导演几年才出一部电影，冯小刚一年中除了拍一部电影同时还要搞春晚，怎么可能保证质量呢？这部片子拍得虽然很糟糕，但是估计票房还是不会差，毕竟之前的片子做的都很好，但是与其拍这种烂片不如不拍，否则以后把自己名声搞臭了就真的糟了。。。","Some other director of a few years before a movie, Feng Xiaogang in addition to making a movie in the year while engaging in Spring Festival Gala, how can guarantee the quality? Although this film is very poorly shot, but it is estimated that the box office is not bad, after all, before the film to do is very good, but rather than the filming of such films do not shoot, or later demeanor of their reputation is really bad It's . .",0.852417
10,"别扭","awkward",1
10,"到年底了刷新一下观众的观影下限吧~终于从白百何和李小璐身上体会到了什么叫有的人无论演什么角色都觉得是在演自己了。","To refresh the audience at the end of the viewing bar it ~ finally Bai Bai Ho and Li Xiaolu who came to realize what is the role of some people no matter what role they are playing in the show.",0.710403
10,"前半小时还算有娱乐效果 后面就是为了充篇幅 为了升华主题 结果毁了 都不知道自己的观众是哪个群体 尤其环境污染那块 实在不明白导演用意 雾埋污水还有提到的啥 主要是企业造成的 不是个人行为所致 放在这贺岁片里不是很扫兴么 且看不出这样能提高群众环保意识 电影严重跑题","The first half an hour fairly entertaining The back is for full space In order to sublimate the subject of the results are ruined Do not know which audience is their own group of especially environmental pollution That director did not understand the meaning of fog buried sewage There are also mentioned what is mainly caused by enterprises Is not caused by personal behavior on this New Year film is not very disappointing and do not see this can raise public awareness of serious environmental issues film",0.769049
10,"前面一个半小时打三星，最后十五分钟打负两星半，然后音乐和片尾曲加半星。这片子太超越我的评价能力了，唯一值得庆幸的是不是我自己掏的钱~","In front of an hour and a half hit Samsung, the last fifteen minutes hit negative two and a half, and then music and ending the song plus half star. This film is too much beyond my evaluation ability, the only fortunate is not my own money to dig ~",0.78484
10,"剧本创意其实还不错，但是搞笑真心无力；后半段看过的都知道，明星环保公益广告，拍的还不如央视的好。葛大爷都快成白岩松了，冯小刚真心无力吐槽，真心是为春晚练手，完全春晚模式，明面上的搞笑煽情！","In fact, the script is not bad ideas, but funny really helpless; the second half saw all know, celebrity environmental protection public service ads, shooting is not as good as CCTV. Ge Grandpa almost into a white rock loose, Feng Xiaogang really helpless Tucao, really for the Spring Festival Evening practice, complete Spring Festival night mode, the surface of the funny sensational!",0.76321
10,"千万","Thousands",1
10,"半夜，忍着明天还要去单位的伤痛，上来就为说一句，太难看了！请apologise，真心的。最后一part真狠，看了坑爹片还不能骂的节奏。","In the middle of the night, with the pain of going to the unit tomorrow, I came up with one sentence that is too ugly! Please apologise, sincere. The last part is really cruel, saw the pit father film can not scold the rhythm.",0.73386
10,"华而不实","Flashy",1
10,"华谊就是坨屎，这种电影还好意思拿出来放到电影院来放，圈钱也不是这样圈的。排片那么高，简直就是绑架观众。。","Huayi is lump feces, this movie is also a good idea to put it out to the cinema to put the money is not the circle. Row of films so high, it is simply abducting the audience. .",0.703326
10,"卧槽","Lying groove",1
10,"原谅老衲智商捉急，冯导智商高大上，拍的片子十分内涵，史上最牛逼的片子，更何况春晚的表现大家有目共睹，so这片子不是吾辈这群碌碌无为地屌丝能看得起的，骚年们还是不要浪费时间看内涵片好了","Forgive the old man IQ urgent, Feng Guoyi IQ tall, the film is very connotation, the most in the history of the film, not to mention the performance of the Spring Festival Evening for all to see, so this film is not our group of mediocre reeling can be seen, Sao years We still do not waste time to see the content good",0.813357
10,"反智","Anti-Chi",1
10,"口碑不好，但是为了杀时间还是去看了。排档倒是挺满的，进错了场从第二个故事看起。其实前两年冯裤子的非诚系列就不怎么样了。他还是得有好本子撑着。","Word of mouth is not good, but in order to kill time or went to see. The gear is quite full, into the wrong field looks from the second story. In fact, the first two years of non-honesty von pants is not how kind. He still has a good book propped up.",0.879769
10,"只怪我笑点高，周边没看过电影的傻比快笑成傻比比，一觉醒来，我对同伴说，今天的甲方乙方真好看，","Only blame me joking high around the movie did not see the silly laugh than into a silly ratio, wake up, I told my colleagues, today's Party B is really nice,",0.81893
10,"只能说，超级难看，连小时代都不如，小时代至少那首涉嫌抄袭的歌不错。没有剧情没有主题，非常不连贯，小品都没拍好，最后的道歉虽然能当公益宣传片，但出现的压根不合理。","Can only say that the super ugly, even the younger generation are not as good as that, at least that song is suspected of plagiarism song good. No story has no theme, very inconsistent, no good pictures, the final apology, although can be public service videos, but the root cause of unreasonable.",0.905561
10,"只能说冯小刚的电影越拍越差，除了花好多钱还是花很多钱去取景，今年的春晚一样，渣得不能再渣了，就是用很多钱的旅游景点堆砌起来的，越来越高级黑，而且黑的一点不搞笑，从集结号开始没看到他拍过好电影，集结号也是就一开头好看些，后面坑爹啊。","Can only say that the filming of Feng Xiaogang more the worse, in addition to spend a lot of money or spend a lot of money to view the scene, this year's Spring Festival Evening, the residue can no longer slag, that is, with a lot of money stacked tourist attractions, more and more advanced black , And black is not funny, from the assembly did not start to see that he filmed a good movie, assembly is the beginning of a number of more beautiful, behind pit father ah.",0.753545
10,"可惜没有负分，这样的一部片子说他是炒甲方乙方的冷饭好呢，还是说他拜金主义宣传片好呢，还是公益环保宣传片好呢，在李小璐，白百合及一个男的帮助下，葛优的表演看起来如此蹩脚，所有角色都没有灵魂，只是用来把电影演完的工具，冯小刚不愧是我最讨厌的导演，他再次成功的恶心到我。","Unfortunately, there is no negative points, such a film that he is a fried party B side of the cold rice is good, or that he is good news of the money worship it, or public good environmental protection publicity film, in Li Xiaolu, white lily and a man's help Next, GE's performance looks so poor, all the characters have no soul, just used to put the movie to the end of the tool, Feng Xiaogang is indeed my most hated director, he once again successful nausea to me.",0.849441
10,"可能是期望值太高了，想着王朔冯小刚葛优仨大爷凑一起一定是部好片子，结果，呵呵了我就。换句话说，可能是片子确实不错，只是剪的太差了，又或者，片子本身就很差，剪完更差了。故事叙述有问题，前言不搭后于，李成儒纯属就是打酱油，还没怎么呢，就快挂了。这片子也快挂了吧！","May be the expectations are too high, think of Wang Shuo Feng Xiaogang Ge You 仨 uncle joined together must be a good film, the result, Oh hehe. In other words, it may be that the film is really good, but that it is too bad, or that the film itself is poor and the end is worse. There is a problem with the narrative, the preface does not take the lead later, Li Chengru purely is to play soy sauce, not how, it hung up soon. This movie is also hanging up now!",0.918691
10,"台词","Lines",1
10,"右边的大妈跟宝宝打电话，左边的姑娘不停的接快递电话。观众根本无心看电影，第一场戏笑点多而露骨，第二场戏笑点少而雷人，第三场戏无笑点而且在向春晚致敬！","The right aunt calls with the baby, the girl on the left kept receiving courier phone. The audience simply do not want to watch the movie, the first laughter more and more exposed, the second laugh less ridiculous, the third scene no joke and tribute to the Spring Festival Evening!",0.704576
10,"吃饭时在盒子上看了本片，不知道该怎么评分。有打有摸，两记巴掌一给了官员，一给了影评，而两摸的温情，见仁见智。还是有想法的，但是体现出来就是乱的一塌糊涂－很多人拍照，什么都想摄入镜头，可是出来的东西却是没有重点…","Read the film on the box when eating, do not know how to score. There are playing touch, two slap to the officials, gave the film critic, and touched the warmth, the opinion of opinion. There are still ideas, but the mess is reflected in the mess - a lot of people take pictures, everything wants to get into the camera, but it comes out of something but no focus ...",0.743253
10,"后悔看了","Regret looked",1
10,"吐了","Vomited",1
10,"吐槽说突然发现白百合大胸妹，然后冯导你是不是应该向全国人民道歉一下，我很忙，应付应付观众的嘛~","Tucao said suddenly found a white lily big boobs sister, and then Feng guide you should apologize to the people around the country, I am busy, deal with the audience to deal with it ~",0.726727
10,"吖~！ 你在坑爹呀~！","Acridine ~! You are pit father 呀 ~!",0.740935
10,"听别人说很差！自己看了下发现真的是很差很差很庸俗很弱智很恶心！","Listen to others say bad! I found it really is very poor poor very vulgar very very mentally disgusting!",0.751527
10,"听说很难看，但还是犯贱去了。谁叫葛大爷和贺岁是绑定的呢！结果一看，果然很不好看。以后还是相信群众眼光，不为烂片冲票房了，我错了。。。","I heard very ugly, but still committed cheap to go. Who called Ge uncle and New Year is tied to it! The results of a look, really very ugly. I still believe the public after the eyes, not for the bad film box office, and I was wrong. . .",0.792506
10,"周一去广州出差的时候和上司还有司机大哥一起偷溜去电影院看的  虽然知道豆瓣的评分不高 仍然很期待 可是看到本片的时候 眼泪快要掉下来。。。太TM难看了！上司和司机大哥看睡了！！我独自撑着眼皮坚持着 但是我觉得这片简直浪费我眼皮的力量！！一点不好笑！一点不好看！一点不有趣！","Monday when traveling to Guangzhou and his boss there boss driver stole together to see the cinema to see Although the watercress score is still not high, but see the film when the tears are about to fall. . . Too TM ugly! Big boss and driver to sleep! ! I insisted on keeping my eyelids alone, but I think this piece wasted my eyelid power! ! Not funny at all! Not good at all! Not interesting at all!",0.849225
10,"呵呵 呵呵 呵呵呵呵","Heheheheheheheh",1
10,"呵呵，跟导演自己比虽然特别特别差，但比等风来好！什么东西都有个比较啊~","Oh, with the director himself even though particularly poor, but better than the other is good! What is a comparison ah ~",0.806927
10,"呵呵~","Ha ha ~",0.705143
10,"呵呵～","Ha ha ~",0.705143
10,"呵呵后 建议你们都去微博看看冯导玩儿命的自吹自擂吧 不惜拿甲方乙方开涮了 不说别的 就这电影的衔接我都给负无穷","Huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh, huh,",1
10,"呵呵哒～～","Oh da ~ ~",0.771211
10,"呸","Pooh",1
10,"呸！恶心！可耻！极不负责任，极无诚意，垄断发行商和无耻导演联手扭曲市场，败坏人民品味，其罪可诛！","Pooh! nausea! shameful! Very irresponsible, very unprincipled, monopoly publishers and shameless director join hands to distort the market, corrupt people's taste, their sins can be punished!",0.727688
10,"和传说中的一样差～～～","As bad as the legendary ~ ~ ~",0.776374
10,"和妹子在风暴与这部电影之间选择了这个，幸好不是3D的，不然我一星期因为票价都不吃饭了，这电影，必将留名青史","And sister in the storm and the movie chose this, but fortunately it is not 3D, or because I do not eat for a week because the fare, this movie, will certainly be named the history",0.73743
10,"哈欠连天","Yawn",1
10,"哎，真心不想打两颗星的，但也是第一次在电影院看电影睡着了的～","Hey, really do not want to play two stars, but also the first time in the cinema to see the movie fell asleep ~",0.712049
10,"唉","Ugh",1
10,"啧","Tut",1
10,"噁心","nausea",1
10,"嚼蜡","Chewing wax",1
10,"圈钱之作~~","Making money for the ~ ~",0.770407
10,"圈钱的","Misappropriating",1
10,"在一片嘈杂声中睡着了，对电影的感觉和对戏里面那位和宝强兄换血弹棉花的俗导演的感觉一样，想在大俗中寻找高雅，完全不搭调……突然无比怀念手机，怀念天下无贼，才发现其实冯导的电影我就只喜欢这两出而已。","Fell asleep in a noisy sound, and the feeling of the movie and that inside the Po and Qiong Qiong exchange the experience of the popular director of cotton, like, in the vulgar to find elegant, completely uncoordinated ... suddenly very miss Cell phone, miss the world without thieves, only to find that in fact, Feng guide the movie I just like the two only.",0.853428
10,"在电影院看的最烂的一部电影，无论是所谓的幽默还是感动都做的好刻意，就那句成全别人恶心自己印象最深，我们这些看客真是做到了成全导演恶心了自己啊！看完了只想问有后悔药吃么？我不想在电影院留下看这部电影的记忆…>_<…","The worst movie ever seen in the cinema, whether it is the so-called sense of humor or moved to do a good job, the sentence made the deepest impression of others nausea, we see the audience really done Director disgusting myself! After reading just want to ask regret medicine to eat it? I do not want to leave the memory of watching the movie in the cinema ...&gt; _ &lt;...",0.778371
10,"坑","pit",1
10,"垃圾，这种形式的片子九十年代还算能看，但是现在网络时代观众看的电影多了品味高了，这种烂段子还是你们留着自嗨吧，别拍出来丢人了","Rubbish, this form of film can still be seen in the nineties, but now the Internet era, the audience to see the movie more taste, this rotten segment or you keep it from Hi, do not shoot shame",0.709631
10,"垃圾中的战斗机，好还是不要浪费钱了","Garbage in the fighter, good or not to waste money",0.720273
10,"够俗","Adequate",1
10,"够恶心的","Disgusting",1
10,"大～烂～片～","Big ~ bad ~ film ~",0.774469
10,"大家都去看吧~~~我一个人被坑心理不平衡~~~~~~~~~~35块也是钱好不好 能不能尊重一下我辛苦挣得钱~~~","Everyone is going to see it ~ ~ ~ I am a pit man imbalance ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ 35 is also a good money can not respect my hard-earned money ~ ~ ~",0.73296
10,"大杂烩","Hodgepodge",1
10,"大杂烩，20年前的水准，根本就是顽主续集，水准还不如顽主。是一个情景喜剧的合集而已。结尾抄网上的段子太恶劣了吧。不能请个编剧吗？环保那段都哪跟哪啊！","Hodgepodge, 20 years ago, the standard is simply a sequel to the landlord, the standard is not as good as the priest. It's a collection of sitcoms. Closing the net copy of the paragraph is too bad it. Can not please writers? Where are the environmental protection ah!",0.740038
10,"大烂片 绝对的2013年看过最烂的片 没看过的同学千万不要去看了 看了就是浪费时间浪费金钱影响心情 群众的影评是雪亮的 千万不要报着好奇和侥幸的心里走进电影院 放映前播放的广告已经无力吐槽了 这尼玛是被电影看了 不知道电影院全都是该片片档是什么心理 成全冯小刚 恶心自己！","Big absolute bad movies seen in 2013 the worst piece Never seen students do not read it is a waste of time to waste money affect the mood Critics of the masses is sharp, do not report the curiosity and fortunate heart go Into the cinema before the show broadcast ads have been unable to Tucao this Nima was seen by the movie do not know the cinema are all the pieces of the film is what the psychological fulfillment Feng Xiaogang disgusted himself!",0.786875
10,"太过分了！！！！看到最后以为还有一段我整个人都不好了！","unacceptable! ! ! ! I finally thought there was a period I see the whole person is not good!",0.730076
10,"失望","Disappointed",1
10,"失望，浪费钱~~~呆板，刻意，没有连贯性，不知所云~~~","Disappointed, a waste of money ~ ~ ~ dull, deliberate, not coherent, unintelligible ~ ~ ~",0.717341
10,"失望之作","Disappointed",1
10,"失望透了","Disappointed",1
10,"失望透顶","Disappointed",1
10,"头疼","headache",1
10,"好！难！看！真不愧是成全自己，恶心别人","it is good! difficult! Look! Really deserves to fulfill their own disgusting others",0.730294
10,"好不容易和喜欢的人看了一场电影 却没有想象中的感觉 是完全不会觉得好的片子 看的时候怕喜欢的人觉得我高冷还故作姿态的笑了笑","Finally, like the people who read a movie but did not imagine the feeling is completely do not think good film when you look like fear of people think I am high profile cold smile",0.767782
10,"好没品的电影，真TM难看～","Nothing good film, really ugly ugly ~",0.823254
10,"好消息是没去电影院看，坏消息是我居然TM看完了","The good news is not going to the cinema, the bad news is that I actually read it",0.707448
10,"好票房需要的条件：一：压制外方--限制外方电影在大陆的屏幕和上映时间！二：找准时机将好的外方电影高清泄露。三：炒作。四：自己包场子...五：口碑是个屁！","Good box office conditions needed: A: suppress the foreign party - limit the foreign film in the mainland screen and release time! Two: find the right time to leak a good foreign film HD. Three: hype. Four: own package ... Five: word of mouth is a fart!",0.751088
10,"好蠢","Stupid",1
10,"实在是一部不怎么样的电影。之前还很期待，炒冷饭我也能接受，可是也炒的太难吃了吧。最后结尾那段环保公益片是什么啊！乱七八糟的！跟主题有半毛钱关系吗？莫名其妙啊！感觉是为了迎合当下热点临时整得。太神经病了…","It is a very bad movie. Still looking forward to before, I can accept fried rice, but also fried too unpalatable it. End of the section of environmental charity that is what ah! very messy! Have a half cents relationship with the theme? Somehow ah! The feeling is to cater to the current hot temporary whole. Too nervous ...",0.70625
10,"对于豆瓣评分7.5以下的作品我从来不会去影院的，此次也一样，为什么越来越多的烂片充斥国内市场，因为只要炒作，就能好票房，充分抓住了中国人爱凑热闹的坏习惯。","For the works with a watercress score less than 7.5, I never go to theaters. This time, too, why is there more and more bad films flooding the domestic market? Because as long as the hype is good, the box office can catch the Chinese people's love of the festival bad habit.",0.835727
10,"对他很包容的，只是这次很难～除了讽刺就是讽刺，看完后心情不好，幸福指数下降～不及格的电影～","Very accommodating to him, but this is difficult ~ in addition to satire is ironic, after reading bad mood, happiness index decline ~ failed film ~",0.716786
10,"小伙伴都说是烂片了还是舍命陪君子陪人来看了，果然是不出意料地烂…故事既没新意也没诚意，每一个故事都好没意思，更别说最后一个变环保宣传片的调调…演员都全线陷落，就算是永远能撑场的葛优这次都好让人失望…PS.而且为何这次所有演员都在拿腔拿调说话 好怀念甲方乙方","Small partners are said to be rotten film or sacrifice life to accompany the gentleman to see, it really is not unexpectedly rotten ... Neither the story nor the sincerity of the story, every story is so boring, let alone the last change of environmental protection videos The tone ... the actors are falling across the board, even if the Ge You will always be able to sustain the field disappointing disappointing this time ... PS. And why all the actors are taking the tone to take a good tune to miss the party B",0.848484
10,"小刚导演和王朔编剧当真只能以这种接地气、落俗套的方式跟观众沟通了么？我对二位还是抱有幻想的，所以趋向于把电影里侮辱观众智商、蔑视观众味的情节当做是谆谆教诲，高高在上的谆谆教诲！过犹不及啊，情节无聊对白庸俗，四个主演没一点儿特色，就算导演和编剧想卖弄什么高尚的情操，观众也不买账！！","Xiaogang director and Wang Shuo screenwriter really can only communicate with the audience in this way of grounding, offbeat fashion? I still have fantasies on the two, it tends to insult the audience in the movie IQ, contempt for the audience's plot as a temper, superficial teachings! Too bad, the plot boring white vulgar, four starring a little less feature, even if the director and screenwriter want to show off what noble sentiment, the audience do not buy it! !",0.801082
10,"小品","Pieces",1
10,"小品串烧","Pieces skewer",1
10,"小时代挺好看的","Small age very nice",0.807779
10,"小时代还是很好看的。","Era is still very good looking.",0.709529
10,"就一个字，差。三个故事和最后装逼的道歉完全没有联系，整部电影不知所谓~~","One word, poor. The three stories and the last loaded forced apology no connection at all, the whole movie I do not know the so-called ~ ~",0.756513
10,"就冲着看了20分钟的装腔作势后果断的播放器右上角我觉得吧一颗星显得我非常的真诚","Just looked at the 20 minutes after the decisive role in the upper right corner of the player I think it seems a star in my very sincere",0.704071
10,"就因为冯导去看了这个电影。正片没看，先放了15分钟的各类广告，影片有四个小故事组成，就是甲方乙方的升级版，用一些所谓的网上段子搞了拼盘，为了幽默而幽默，感觉生硬。看来冯导已到江郎才尽的地步了。建议等着看网络版吧。","Because Feng guide to see this movie. The positive did not see the first release of 15 minutes of various types of advertising, the film has four stories, is an upgraded version of Party B, with some of the so-called online segment engage in a platter, humor for humor, feel stiff. It seems that Feng has just come to the end of Jiang Lang. It is recommended to wait for the online version of it.",0.704993
10,"就是由三短小品组成的。笑点好无赖。看来冯到真的接收春晚了","It is composed of three short pieces. Smiles are good rogues. It seems Feng really received the Spring Festival Evening",0.716869
10,"就是甲方乙方的恶俗炒冷饭，没有了当年的感动，取而代之的都是一些不痛不痒般的痴人说梦。最后竟然还要整成公益片的风格，冯导您还真是脱俗了，直接进入烂片的境地，希望您以后还是做老本行，拍喜剧，拍真正能让人开怀大笑的喜剧。","Is Party B's vulgar speculation, without the year's move, replaced by some nonsense-like nonsense. Finally, even the whole public welfare film should be formed into the style, Feng guide you really are refined, and directly into the spot situation, I hope you will be the future of the Bank, making comedy, making real comedy can make people laugh.",0.730254
10,"尴尬","awkward",1
10,"屎","feces",1
10,"巨烂","Rough",1
10,"巨烂！~","Giant rotten! ~",0.699401
10,"差","difference",1
10,"差差差","Poor difference",1
10,"差点睡着~","Almost fell asleep ~",0.720756
10,"平安夜跟小白去看的。在警察故事和这部里权衡再三，想想景甜，还是算了，凑合着看白百合李小璐吧。除了葛大爷一星，其他人真的是走好不送，你妹。","Christmas Eve with white to see. In the police story and in this trade-off again and again, think of King sweet, or forget, make do with white Lily Li Xiaolu it. In addition to Ge Grandpa a star, others really go take it or not, your sister.",0.718479
10,"平安夜还是去看了，还真是很差，说是个人年度最差也不为过。第一段还中规中矩，后两段就毫无章法了。最后那一部分暴露了冯小刚从来没把这片当个电影拍。可惜了几个好演员。这片本来打的是两星，后来冯小刚还不许人骂了，减一星。","Christmas Eve or to see, really bad, saying that the worst individual year is not an excuse. The first paragraph is also quite satisfactory, there is no way after the two paragraphs. The last part of the exposed Feng Xiaogang never took this movie as a movie. Pity a few good actors. This piece was originally played two stars, and later Feng Xiaogang also not allowed to scold, minus one star.",0.734258
10,"年初冯导在微博酸葡萄徐铮，年底自己就拍了个山寨泰囧～装逼版山寨也是山寨～","At the beginning of the year, Feng guide microblogging grapes Xu Zheng, at the end of his own shot a cottage Thai 囧 ~ loaded force version of the cottage is also a cottage ~",0.774913
10,"年度看过最烂电影没有之一 情节之乱 立意之差 小短片故事性性都强过它 看前不相信豆瓣的一片吐槽声 影片开始十分钟后开始各种后悔莫及","The worst film ever seen in the year One of the shortcomings of the episode Disagreement Little short story Stories are stronger than it did before I did not believe the watercress Tucao Sound began ten minutes after the start of a variety of regret",0.727863
10,"年终烂片！情节涣散，不知所云。三段小品加上一段环保宣传就算电影了，还美其名曰贺岁片，垃圾中的战斗机。开头就是什么纳粹，突出圆梦，可是不知道这影射什么，梦想也不真实，有人梦想是受虐？！再是范伟这段，片中稍微能看的一段，讽刺中国官场环境，可是也没有深度，当官的贪，很多不是自己收的，而","Year-end negative film! Plot scattered, unintelligible. Three paragraphs sketches plus a period of environmental protection even the movie, but also the name of the New Year film, junk in the fighter. What is the beginning of the Nazis, highlight the dreams, but do not know what this projection, the dream is not true, some people dream of being abused? ! Again Fan Wei this period, the film can see a little, satirical Chinese official environment, but there is no depth, an officer's greed, many are not their own income, and",0.777031
10,"弃","abandoned",1
10,"弱","weak",1
10,"弹棉花那段是谁拍的 很不冯导啊 高对比度的画面和糟糕粗劣上世纪的画面质感 还有太不诚意的台词 真的很糟糕","The section of the cotton ball who shot is not Feng guide ah high contrast picture and bad rough texture picture of the last century there are too not sincere lines really bad",0.713918
10,"当一个知名导演和著名编剧沦为影视企业赚钱的工具的时候，中国观众就开始被愚弄了，现在中国电影市场已经进入了寡头垄断地位（看这部电影近50%）的排片量，他们是在豪夺中国电影市场资源和透支中国观众对国产电影期望！","When a well-known director and famous screenwriter became the tool for making money for film and television companies, the Chinese audience started to be fooled. Now that the Chinese film market has entered the stage of oligopoly (see 50% of the film), they are In the luxury of China's film market resources and overdraft Chinese audience expectations of domestic movies!",0.759165
10,"当时听着网上纷纷扬扬的骂战和批评、怀着对冯式喜剧的最后一点念想走进电影院的时候，也是万万没想到能烂到这个地步。试图以最僵硬的方式咯吱观众，用居高临下的姿态来意淫百姓的梦想，毫无新意地山寨当年的自己——时过境迁，人事皆非，令人感叹。","At that time I listened to the scolding and criticism that had spread on the Internet. With my final thoughts on the Feng-style comedy, I never thought I could go to this stage when I entered the cinema. Trying to creak the audience in the most rigid way, using a down-to-earth gesture to masturbate the dreams of the people without any new ideas.",0.728572
10,"当要给电影打标签的时候都不知道该说它属于哪一类，太特么恶心了，5.5都是高分了，在电影院我都要睡着了，然后又起来骂，骂完了又躺下睡，浪费劳资的钱！搞个团购还加了10元！再加一句，李小璐那香肠嘴，恶心上再加一万个恶心，真想给她削了！","When you want to label the movie do not know what to say it belongs to, too special and disgusting, 5.5 are high scores, and I have to fall asleep in the cinema, and then scolded, scolded and lay Sleep, waste labor money! Buy a buy also added 10 yuan! Add one, Li Xiaolu sausage mouth, nausea plus ten thousand nausea, really want to cut her!",0.780554
10,"影片中段那个中年男子的廉政公署梦，里面既讽刺了天下乌鸦一般黑的中国官员们，但那个中年男子颐指气使的模样让人看到的一个小人得志的张狂。在这部戏里面，冯小刚不同情任何人，在他眼里，社会上层与下层，除了等级的区别导致立场不同，本质却是沆瀣一气的全然肮脏。","The middle-aged man in the middle of the film, the Independent Commission Against Corruption, dreams of ridiculing the crows of Chinese officials who are black in the world. However, the middle-aged man has an indifferent attitude toward the villain. In this movie, Feng Xiaogang does not sympathize with anybody. In his eyes, the differences between the top and the bottom of society, apart from the difference in rank, lead to different positions. However, in essence, it is an all-out dirty.",0.903273
10,"影评最后的道歉真的是毫无意义 故事3个主题也是想表达 又让人看不懂 冯导这些总想在 喜剧片中找点人性 在笑声中找点苦涩 但是 真心觉得 还是您以前的片我能回去在看一遍 2遍 3遍 但这些年的不会了 甚至出现看一半不想看的念头 按老郭的话说如果不能做出很高的造诣 那么我们还是先搞笑吧","Film criticism last apology is really meaningless story 3 themes also want to express and people do not understand Feng guide these always wanted to find some humanity in the comedy to find some bitter in laughter but really think or your previous film I can go back and see it again 2 times 3 times But these years will not even see Half Do not want to read the idea According to Lao Guo's words If we can not make high attainments then we still funny first",0.778173
10,"彻底被坑","Completely pit",1
10,"很佩服花钱去电影院看本片的人。不过更佩服去电影院看本片还叫好的人。人家骂你你还给人家拍手称快，这智商不得不佩服。看完这个我只想知道郑恺最后去的那地方是哪。","Very admired for spending money to go to the cinema to see the film. However, admire the cinema to see the film is also good applause. People scolded you, you still give others clap, this IQ have to admire. After reading this I just want to know where is the last to go to Zheng Kai.",0.727337
10,"很标准的烂片，稍微能留下点印象的就是董冬冬写的插曲和片尾无厘头的道歉了。大二分专业宣讲的时候，听了孙教授的演说，一度一腔热血的想报生态学，后来地质学野外实习期间，深刻意识到多少个生态学家也挽回不了现状，还是老老实实的回去学着自认为高大上的管理学了~~","Very standard bad film, a little impression can be left Dong Dong Dong wrote the episode and the ending does not make sense of the apology. The sophomore professional preaching, listening to Dr. Sun's speech, once a cavity of passion to report ecology, geology field internship later, deeply aware of how many ecologists can not restore the status quo, or honestly go back Learn to think tall on the management of the school ~ ~",0.890662
10,"必须承认，在影院看这么难笑的喜剧，还是头一遭。从剧情到对白，从结构到剪辑，始终弥漫着一种随意为之的粗糙感，3个东拉西扯的小品，硬配15分钟环保教育，即便别人买单，都不能减我2个小时被糟蹋之肉疼。想对花钱看了郭导大作继而吐槽不辍的人说：小时代，也就比这片儿好看一倍左右吧。","It must be admitted that watching such a ridiculous comedy in the theater is still the first time. From the story to the dialogue, from the structure to the clip, has always been filled with a sense of randomness of the rough, 3 East pull pull sketch, hard with 15 minutes of environmental education, even if others pay, can not cut me 2 hours Degraded flesh pain. Kuo Chi Kwai read Guoyi money and then stopped talking about the people say: an early age, it is better than this piece is about double it.",0.771911
10,"恶心","nausea",1
10,"恶心~","Nausea ~",0.734991
10,"恶心别人，成全自己","Disgusting others, fulfill themselves",1
10,"恶心别人，成就自己","Disgusting others, achievements themselves",1
10,"恶心吐了","Nausea vomit",1
10,"恶心死了","Nausea died",1
10,"惡心別人，成全自個","Disgusting others, self-contained",1
10,"想吐","Vomit",1
10,"想看王朔的讽刺幽默，却看到了冯式小品集。金鸡湖科文中心松鹤楼阳澄湖重元寺都很美。觉得三段故事后的环保宣传片暗讽着大众娱乐时代看客爱凑热闹自以为是判断是非却忽略事物多样性的本质同时毫不知情自己也是被笑话对象，恰如王朔从一个钢炮顽主变成了能讽刺不愤青的人。","Want to see Wang Shuo's satirical humor, but saw the Feng style Pieces. Jinji Lake Kewen Center Songhe Building Yangcheng Lake Chong Yuan Temple are beautiful. Think of the three sections of the story after the environmental protection film satirical entertainment time audiences love to join in the fun of self-righteousness is to judge but ignore the nature of the diversity of things without knowing that he is also a joke, just as Wang Shuo became a cannon from a cannon Ironically angry people.",0.706836
